           
01:08:44;14
01:08:17;29	
01:04:53;01	
01:07:54;01	
01:05:03;06	
01:08:38;12	
01:08:26;12	
01:08:20;21	
01:07:36;29	
01:08:11;05	
01:08:36;21	
01:08:39;23	
01:07:29;24	
01:06:49;06	
01:06:31;13	
01:08:23;07	
01:08:29;05	
01:08:14;29	
01:04:44;04	
01:02:00;16	
01:02:02;28	
01:02:05;15	
01:02:09;18	
01:02:13;18	
01:02:17;01	
01:02:19;18	
01:02:23;08	
01:02:26;29	
01:02:30;02	
01:02:38;14	
01:02:41;12	
01:02:53;24	
01:03:56;28	
01:04:22;02	
01:04:35;13	
01:08:49;10	
01:08:55;12	
01:08:59;26	
01:09:03;27	
01:09:07;08	
01:09:10;10	
01:09:13;29	
01:00:00;05	
01:00:01;09	
00:59:47;22	
01:00:02;12	
00:59:35;00	
00:59:56;04	
01:00:03;20	
00:59:33;01	
00:59:54;05	
01:00:05;05	
00:59:30;04	
00:59:51;08	
01:00:02;08	
01:00:06;09	
00:59:25;20	
00:59:46;24	
00:59:57;24	
01:00:01;25	
01:00:07;29	
00:59:22;24	
00:59:43;28	
00:59:54;28	
00:59:58;29	
01:00:09;02	
00:59:14;24	
00:59:35;28	
00:59:46;28	
00:59:50;29	
01:00:11;09	
00:59:11;08	
00:59:32;12	
00:59:43;12	
00:59:47;13	
01:00:13;07	
00:59:06;12	
00:59:27;16	
00:59:38;16	
00:59:42;17	
01:00:14;27	
00:59:05;19	
00:59:26;23	
00:59:37;23	
00:59:41;24	
01:00:16;10	
00:58:34;28	
00:58:56;02	
00:59:07;04	
00:59:11;05	
01:00:18;15	
00:58:29;19	
00:58:50;23	
00:59:01;25	
00:59:05;26	
01:00:21;01	
00:58:16;20	
00:58:37;24	
00:58:48;24	
00:58:52;25	
01:00:23;28	
00:57:51;27	
00:58:13;03	
00:58:24;03	
00:58:28;04	
01:00:26;12	
00:57:39;12	
00:58:00;18	
00:58:11;18	
00:58:15;19	
01:00:27;27	
00:57:27;23	
00:57:48;27	
00:57:59;27	
00:58:04;00	
01:00:30;08	
00:57:11;13	
00:57:32;17	
00:57:43;17	
00:57:47;18	
01:00:32;05	
00:56:30;11	
00:56:51;15	
00:57:02;17	
00:57:06;18	
01:00:59;03	
00:55:51;00	
00:56:12;06	
00:56:23;06	
00:56:27;07	
01:01:15;03	
00:55:41;03	
00:56:02;09	
00:56:13;09	
00:56:17;10	
01:01:19;14	
00:55:23;10	
00:55:44;14	
00:55:55;14	
00:55:59;15	
01:01:29;06	
00:55:14;28	
00:55:36;02	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
 

00:55:47;02	
00:55:51;03	
01:01:32;11	
00:54:36;11	
00:54:57;15	
00:55:08;17	
00:55:12;18	
01:01:36;00	
00:54:36;11	
00:54:57;15	
00:55:08;17	
00:55:12;18	
01:01:41;21	
00:54:34;12	
00:54:55;16	
00:55:06;18	
00:55:10;19	
01:01:44;27	
00:54:34;12	
00:54:55;16	
00:55:06;18	
00:55:10;19	
01:01:50;26	
00:54:30;13	
00:54:51;17	
00:55:02;19	
00:55:06;20	
01:01:56;02	
            
